STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,QGAG,QPCP
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 11:45,0.37,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 13:15,0.38,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 14:00,0.39,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 15:15,0.40,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 16:45,0.41,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 19:00,0.42,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000929 22:00,0.43,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20000930 00:15,0.44,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001001 00:15,0.44,0.00
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001001 12:30,0.44,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001001 12:45,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001002 12:45,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001002 13:00,0.09,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001003 14:30,0.08,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001003 15:15,0.09,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001008 15:15,0.10,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001009 00:15,0.11,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001009 03:15,0.12,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001009 18:00,0.13,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001010 23:30,0.14,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001012 17:15,0.15,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001013 08:00,0.16,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001013 13:45,0.17,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001013 15:30,0.18,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001015 19:15,0.19,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 00:30,0.20,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 02:00,0.21,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 03:15,0.22,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 04:30,0.23,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 05:15,0.24,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001016 06:45,0.25,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 08:30,0.26,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 11:15,0.27,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 12:30,0.28,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 13:00,0.29,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 14:00,0.30,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 18:30,0.31,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001017 20:30,0.32,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 10:45,0.33,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 11:30,0.34,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 12:15,0.35,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 15:00,0.36,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 17:45,0.37,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 18:30,0.38,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 18:45,0.39,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 19:00,0.40,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 19:30,0.41,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 20:00,0.42,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 20:15,0.43,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 20:45,0.44,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 21:15,0.45,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 21:45,0.46,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001019 22:30,0.47,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 04:30,0.48,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 04:45,0.49,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 05:00,0.50,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 05:15,0.51,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 05:45,0.52,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 06:15,0.53,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001020 09:45,0.54,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001025 15:45,0.54,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001025 16:00,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001025 17:00,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001025 17:15,0.54,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001027 11:15,0.55,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001027 13:30,0.56,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001027 15:15,0.57,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001027 17:15,0.58,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001028 08:45,0.59,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001030 08:00,0.59,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001030 17:00,0.59,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001030 21:30,0.00,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001030 21:45,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001101 00:15,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001201 00:15,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001201 10:00,999.99,999.99
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001201 10:15,0.31,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001201 10:30,0.31,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001202 03:00,0.32,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001202 08:15,0.33,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001208 22:00,0.34,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001209 05:30,0.35,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001209 20:30,0.36,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001210 07:00,0.37,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001210 08:15,0.38,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001210 12:00,0.39,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001212 19:15,0.40,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001214 15:00,0.41,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001214 16:45,0.42,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001214 17:45,0.43,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001214 19:00,0.44,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001214 20:00,0.45,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 13:30,0.46,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 14:30,0.47,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 15:15,0.48,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 15:45,0.49,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 16:00,0.50,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 16:30,0.51,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 16:45,0.52,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 17:15,0.53,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 17:30,0.54,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 17:45,0.55,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 18:15,0.56,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001216 18:30,0.57,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001217 10:30,0.58,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001222 02:15,0.59,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001222 04:15,0.60,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001222 09:45,0.61,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001222 14:30,0.62,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001223 04:45,0.63,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001223 18:00,0.64,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001223 20:15,0.65,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001224 05:00,0.66,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001224 07:45,0.67,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001225 07:45,0.68,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001227 02:45,0.69,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001229 07:45,0.70,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001230 04:00,0.71,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001230 06:45,0.72,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001231 07:45,0.73,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001231 11:00,0.74,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20001231 13:30,0.75,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010101 00:15,0.75,0.00
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010101 08:00,0.75,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010101 09:15,0.76,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010103 19:30,0.77,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010103 21:45,0.78,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 06:45,0.79,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 17:00,0.80,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 17:45,0.81,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 18:00,0.82,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 19:00,0.83,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010104 20:15,0.84,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010105 02:30,0.85,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010105 03:00,0.86,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010105 03:30,0.87,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010105 03:45,0.88,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010105 05:30,0.89,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010107 01:15,0.90,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010109 23:00,0.91,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010110 08:30,0.92,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010113 03:30,0.93,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010113 15:45,0.94,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010113 20:30,0.95,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010114 13:45,0.96,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010117 20:45,0.97,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010118 01:30,0.98,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010118 13:00,0.99,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010119 05:30,1.00,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010119 10:15,1.01,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 04:00,1.02,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 05:00,1.03,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 06:30,1.04,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 08:30,1.05,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 11:45,1.06,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 13:15,1.06,-9999
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 14:30,1.07,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010121 17:45,1.08,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010123 04:30,1.09,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010129 00:30,1.10,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010129 02:30,1.11,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010129 05:30,1.12,0.10
COOP:457773,SNOQUALMIE FALLS WA US,134.1,47.5425,-121.83639,20010131 02:15,1.13,0.10
